date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:12:24	4012/4012	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:08%20GMT	http://stephen.iceztech.com/img/svg/gear.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/gear.svg	(from http://stephen.iceztech.com/)
08:12:25	775/775	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:10%20GMT	http://stephen.iceztech.com/img/svg/letter.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/letter.svg	(from http://stephen.iceztech.com/)
08:12:26	372/372	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:12%20GMT	http://stephen.iceztech.com/img/svg/shapes/9.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/shapes/9.svg	(from http://stephen.iceztech.com/)
08:12:27	1364/1364	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:12%20GMT	http://stephen.iceztech.com/img/svg/shapes/dot-2.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/shapes/dot-2.svg	(from http://stephen.iceztech.com/)
08:12:28	1157/1157	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:12%20GMT	http://stephen.iceztech.com/img/svg/shapes/dot.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/shapes/dot.svg	(from http://stephen.iceztech.com/)
08:12:28	383/383	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:12%20GMT	http://stephen.iceztech.com/img/svg/shapes/3.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/shapes/3.svg	(from http://stephen.iceztech.com/)
08:12:29	1141/1141	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Nov%202021%2023:38:10%20GMT	http://stephen.iceztech.com/img/thumbs/35-44.jpg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/thumbs/35-44.jpg	(from http://stephen.iceztech.com/)
08:12:42	74386/74386	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Aug%202022%2022:23:04%20GMT	http://stephen.iceztech.com/img/portfolio/a1.jpg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/portfolio/a1.jpg	(from http://stephen.iceztech.com/)
08:12:49	233174/233174	---M--	200	added ('OK')	application/pdf	date:Tue,%2030%20Aug%202022%2022:44:26%20GMT	http://stephen.iceztech.com/stephen-cv.pdf	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/stephen-cv.pdf	(from http://stephen.iceztech.com/)
08:13:01	65783/65783	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Aug%202022%2022:25:38%20GMT	http://stephen.iceztech.com/img/portfolio/b1.jpg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/portfolio/b1.jpg	(from http://stephen.iceztech.com/)
08:13:04	133954/133954	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Aug%202022%2022:26:44%20GMT	http://stephen.iceztech.com/img/portfolio/a.jpg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/portfolio/a.jpg	(from http://stephen.iceztech.com/)
08:13:21	117875/117875	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Aug%202022%2022:26:56%20GMT	http://stephen.iceztech.com/img/portfolio/b.jpg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/portfolio/b.jpg	(from http://stephen.iceztech.com/)
08:13:24	107819/107819	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Aug%202022%2022:26:26%20GMT	http://stephen.iceztech.com/img/portfolio/c1.jpg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/portfolio/c1.jpg	(from http://stephen.iceztech.com/)
08:13:29	971/971	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:10%20GMT	http://stephen.iceztech.com/img/svg/squares.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/squares.svg	(from http://stephen.iceztech.com/)
08:13:32	6146/6146	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:10%20GMT	http://stephen.iceztech.com/img/svg/physics.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/physics.svg	(from http://stephen.iceztech.com/)
08:13:34	2166/2166	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:10%20GMT	http://stephen.iceztech.com/img/svg/web.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/web.svg	(from http://stephen.iceztech.com/)
08:13:35	2120/2120	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:10%20GMT	http://stephen.iceztech.com/img/svg/user.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/user.svg	(from http://stephen.iceztech.com/)
08:13:36	3107/3107	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:10%20GMT	http://stephen.iceztech.com/img/svg/writing_2.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/writing_2.svg	(from http://stephen.iceztech.com/)
08:13:37	870/870	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:10%20GMT	http://stephen.iceztech.com/img/svg/smartphone.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/smartphone.svg	(from http://stephen.iceztech.com/)
08:13:38	1741/1741	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Nov%202021%2023:38:10%20GMT	http://stephen.iceztech.com/img/svg/placeholder.svg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/svg/placeholder.svg	(from http://stephen.iceztech.com/)
08:13:39	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Dec%202023%2007:13:39%20GMT	http://stephen.iceztech.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from http://stephen.iceztech.com/)
08:13:45	89497/89497	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2028%20Nov%202021%2023:37:48%20GMT	http://stephen.iceztech.com/js/jquery.js	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/js/jquery.js	(from http://stephen.iceztech.com/)
08:13:49	199558/199558	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Aug%202022%2022:27:36%20GMT	http://stephen.iceztech.com/img/portfolio/c.jpg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/portfolio/c.jpg	(from http://stephen.iceztech.com/)
08:13:52	584435/584435	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Aug%202022%2020:21:20%20GMT	http://stephen.iceztech.com/img/hero/1661872585751.JPG	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/hero/1661872585751.jpg	(from http://stephen.iceztech.com/)
08:13:54	23531/23531	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2028%20Nov%202021%2023:37:46%20GMT	http://stephen.iceztech.com/js/init.js	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/js/init.js	(from http://stephen.iceztech.com/)
08:13:56	2316/2316	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Aug%202022%2017:04:52%20GMT	http://stephen.iceztech.com/css/font/xcon8158.html?4965248	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/css/font/xcon81588158.html	(from http://stephen.iceztech.com/css/plugins.css)
08:13:58	2316/2316	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Aug%202022%2017:04:52%20GMT	http://stephen.iceztech.com/css/font/xcon8158-2.html?4965248	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/css/font/xcon8158-28158.html	(from http://stephen.iceztech.com/css/plugins.css)
08:14:00	2316/2316	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Aug%202022%2017:04:52%20GMT	http://stephen.iceztech.com/css/font/xcon8158-3.html?4965248	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/css/font/xcon8158-38158.html	(from http://stephen.iceztech.com/css/plugins.css)
08:14:02	2316/2316	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Aug%202022%2017:04:52%20GMT	http://stephen.iceztech.com/css/font/xcon8158-4.html?4965248	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/css/font/xcon8158-48158.html	(from http://stephen.iceztech.com/css/plugins.css)
08:14:07	2316/2316	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Aug%202022%2017:04:52%20GMT	http://stephen.iceztech.com/css/owl.video.play.html	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/css/owl.video.play.html	(from http://stephen.iceztech.com/css/plugins.css)
08:14:08	2316/2316	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Aug%202022%2017:04:52%20GMT	http://stephen.iceztech.com/css/font/xcon8158-5.html?4965248	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/css/font/xcon8158-58158.html	(from http://stephen.iceztech.com/css/plugins.css)
08:14:22	865861/865861	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2028%20Nov%202021%2023:38:04%20GMT	http://stephen.iceztech.com/js/plugins.js	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/js/plugins.js	(from http://stephen.iceztech.com/)
08:15:11	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Dec%202023%2007:15:09%20GMT	http://stephen.iceztech.com/htdocs_error/style.css	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/htdocs_error/style.29.delayed	(from http://stephen.iceztech.com/css/font/xcon8158.html?4965248)
08:15:12	1328630/1328630	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Tue,%2030%20Aug%202022%2020:49:42%20GMT	http://stephen.iceztech.com/img/hero/1661869748791.jpg	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/img/hero/1661869748791.jpg	(from http://stephen.iceztech.com/)
08:15:17	121200/121200	---MCZ	200	added ('OK')	text/css	etag:W/%22ec3bb52a00e176a7181d454dffaea219%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	C:/Downloaded%20Web%20Sites/stevenPort/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	(from http://stephen.iceztech.com/css/font/xcon8158.html?4965248)
08:15:28	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Dec%202023%2007:15:27%20GMT	http://stephen.iceztech.com/htdocs_error/something-lost.png	C:/Downloaded%20Web%20Sites/stevenPort/stephen.iceztech.com/htdocs_error/something-lost.2c.delayed	(from http://stephen.iceztech.com/css/font/xcon8158.html?4965248)
08:15:32	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Mon,%2012%20Jun%202023%2018:23:07%20GMT	https://www.google-analytics.com/analytics.js	C:/Downloaded%20Web%20Sites/stevenPort/www.google-analytics.com/analytics.js	(from http://stephen.iceztech.com/css/font/xcon8158.html?4965248)
